                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 1.4134,                0.71214,                0.99082,                0.84189,                0.57964,                0.65878,                0.35978,                 1.3587,                0.61249,                0.99968,               0.008053,               0.008053,               0.008053
                     62,                 1.4161,                0.71146,                0.98914,                0.84163,                0.58087,                0.65956,                0.35991,                 1.3576,                 0.6116,                 0.9995,                0.00802,                0.00802,                0.00802
                     63,                 1.4124,                0.71321,                0.99155,                0.83871,                 0.5824,                0.65952,                0.36033,                 1.3568,                0.61126,                0.99973,               0.007987,               0.007987,               0.007987
                     64,                  1.414,                0.71581,                0.99054,                0.84084,                0.58089,                0.65992,                 0.3604,                 1.3569,                0.61144,                0.99993,               0.007954,               0.007954,               0.007954
                     65,                 1.4062,                 0.7078,                0.99068,                0.83965,                0.58332,                0.66093,                0.36074,                 1.3571,                0.61112,                 1.0004,               0.007921,               0.007921,               0.007921
                     66,                 1.4103,                0.70799,                0.98825,                0.84107,                0.58316,                0.66143,                0.36104,                 1.3564,                0.61041,                0.99998,               0.007888,               0.007888,               0.007888
                     67,                 1.4061,                0.70695,                0.98687,                0.84052,                0.58319,                 0.6618,                0.36134,                 1.3556,                0.60982,                 0.9992,               0.007855,               0.007855,               0.007855
                     68,                 1.4077,                0.70664,                0.98655,                0.84104,                0.58311,                0.66188,                 0.3619,                 1.3548,                0.60878,                0.99889,               0.007822,               0.007822,               0.007822
                     69,                 1.3963,                0.70506,                0.98526,                0.83934,                0.58407,                0.66181,                0.36196,                 1.3544,                 0.6078,                0.99834,               0.007789,               0.007789,               0.007789
                     70,                 1.4124,                0.71034,                0.98816,                0.83967,                 0.5846,                0.66263,                0.36176,                 1.3547,                0.60788,                0.99862,               0.007756,               0.007756,               0.007756
                     71,                 1.4051,                0.70502,                0.98824,                0.84092,                0.58382,                0.66274,                0.36212,                 1.3541,                0.60752,                0.99895,               0.007723,               0.007723,               0.007723
                     72,                 1.4018,                0.70291,                0.98789,                0.84168,                0.58414,                 0.6627,                0.36234,                 1.3531,                0.60751,                0.99859,                0.00769,                0.00769,                0.00769
                     73,                  1.397,                0.69892,                0.98327,                0.84174,                0.58468,                0.66319,                0.36259,                  1.353,                0.60725,                0.99856,               0.007657,               0.007657,               0.007657
                     74,                 1.3926,                  0.698,                0.98531,                0.84383,                0.58321,                0.66288,                0.36292,                 1.3527,                0.60722,                0.99844,               0.007624,               0.007624,               0.007624
                     75,                 1.4121,                0.70757,                0.98579,                0.84197,                0.58359,                0.66295,                0.36301,                 1.3526,                0.60677,                0.99818,               0.007591,               0.007591,               0.007591
                     76,                 1.4028,                0.70064,                0.98368,                0.84297,                0.58404,                0.66362,                0.36276,                 1.3523,                0.60652,                0.99814,               0.007558,               0.007558,               0.007558
                     77,                    1.4,                0.69867,                0.98155,                0.84394,                0.58465,                0.66388,                0.36285,                 1.3521,                0.60623,                0.99801,               0.007525,               0.007525,               0.007525
                     78,                    1.4,                0.70005,                0.98362,                0.84329,                0.58451,                0.66374,                0.36298,                 1.3516,                0.60546,                0.99783,               0.007492,               0.007492,               0.007492
                     79,                  1.392,                0.69576,                0.98397,                0.84534,                0.58414,                0.66405,                0.36295,                 1.3515,                0.60494,                0.99788,               0.007459,               0.007459,               0.007459
                     80,                 1.3893,                0.69595,                0.98185,                0.84391,                0.58495,                0.66387,                0.36314,                 1.3512,                0.60463,                0.99769,               0.007426,               0.007426,               0.007426
