                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 1.1632,                0.52433,                 0.9662,                 0.8691,                0.66519,                0.74747,                0.42569,                 1.2672,                0.51678,                 1.0414,              0.0016001,              0.0016001,              0.0016001
                     87,                  1.259,                0.59588,                0.99875,                0.86984,                0.66491,                0.74727,                0.42563,                 1.2674,                0.51667,                 1.0415,              0.0043334,              0.0043334,              0.0043334
                     88,                 1.3008,                0.62702,                 1.0087,                0.86956,                0.66446,                  0.747,                0.42557,                 1.2675,                0.51714,                 1.0416,              0.0042667,              0.0042667,              0.0042667
                     89,                  1.306,                0.62922,                 1.0173,                0.86853,                0.66516,                0.74699,                0.42529,                 1.2675,                0.51745,                 1.0417,              0.0042001,              0.0042001,              0.0042001
                     90,                 1.3169,                0.63687,                 1.0175,                0.87033,                 0.6636,                0.74661,                  0.425,                 1.2676,                0.51802,                 1.0417,              0.0041334,              0.0041334,              0.0041334
                     91,                 1.3179,                0.63817,                  1.021,                0.86853,                0.66401,                0.74641,                0.42487,                 1.2679,                0.51869,                 1.0418,              0.0040667,              0.0040667,              0.0040667
                     92,                 1.3211,                0.63744,                 1.0172,                0.86788,                 0.6637,                0.74621,                0.42459,                 1.2679,                  0.519,                  1.042,              0.0040001,              0.0040001,              0.0040001
                     93,                 1.3157,                0.63517,                 1.0219,                0.86832,                0.66403,                0.74597,                0.42431,                 1.2682,                0.51944,                 1.0422,              0.0039334,              0.0039334,              0.0039334
                     94,                 1.3253,                0.63778,                 1.0164,                0.86666,                0.66506,                0.74579,                0.42418,                 1.2682,                0.51994,                 1.0422,              0.0038667,              0.0038667,              0.0038667
                     95,                  1.311,                0.63121,                 1.0175,                0.86698,                0.66449,                0.74563,                0.42432,                 1.2679,                 0.5203,                 1.0422,              0.0038001,              0.0038001,              0.0038001
